Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,TotalPrice
491720,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,2009/12/13,2.1,17910,United Kingdom,6.3
491721,21796,SET OF 3 RED STRIPE BASKETS,2,2009/12/13,12.75,14898,United Kingdom,25.5
491725,TEST001,This is a test product.,10,2009/12/14,4.5,12346,United Kingdom,45
491726,21054,NURSE'S BAG SOFT TOY,1,2009/12/14,8.95,12439,Cyprus,8.95
491731,21051,RIBBONS PURSE ,12,2009/12/14,1.69,18087,United Kingdom,20.28
491735,79000,MOROCCAN TEA GLASS,36,2009/12/14,0.85,15550,United Kingdom,30.6
491738,22034,ROBIN CHRISTMAS CARD,12,2009/12/14,0.42,12472,Germany,5.04
491745,84893,ANT WHITE IRON BASKET,2,2009/12/14,5.95,16769,United Kingdom,11.9
491754,21587,COSY HOUR GIANT TUBE MATCHES,12,2009/12/14,2.55,17825,United Kingdom,30.6
491755,21713,CITRONELLA CANDLE FLOWERPOT,4,2009/12/14,2.1,17825,United Kingdom,8.4
491756,20768,GREEN FERN JOURNAL ,18,2009/12/14,0.85,15329,United Kingdom,15.3
491758,84944,SET OF 6 KASHMIR FOLKART BAUBLES,2,2009/12/14,4.25,17908,United Kingdom,8.5
491759,21287,SCENTED VELVET LOUNGE CANDLE ,12,2009/12/14,1.25,12748,United Kingdom,15
491780,20719,WOODLAND CHARLOTTE BAG,10,2009/12/14,0.85,12471,Germany,8.5
491803,16048,TEATIME ROUND PENCIL SHARPENER ,2,2009/12/14,0.42,16327,United Kingdom,0.84
491807,72529W,WHITE ADVENT CANDLE,14,2009/12/14,2.12,17318,United Kingdom,29.68
491812,20764,ABSTRACT CIRCLES SKETCHBOOK ,96,2009/12/14,1.25,13694,United Kingdom,120
491813,21851,LILAC DIAMANTE PEN IN GIFT BOX,126,2009/12/14,1.25,13694,United Kingdom,157.5
491814,10134,COLOURING PENCILS BROWN TUBE,3,2009/12/14,1.25,15188,United Kingdom,3.75
491825,22099,CARAVAN SQUARE TISSUE BOX,12,2009/12/14,1.25,13931,United Kingdom,15
491826,85054,FRENCH ENAMEL POT W LID,27,2009/12/14,2.55,16019,United Kingdom,68.85
491831,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,2,2009/12/14,2.1,17961,United Kingdom,4.2
491840,21866,UNION JACK FLAG LUGGAGE TAG,4,2009/12/14,1.25,15015,United Kingdom,5
491868,22076,6 RIBBONS EMPIRE  ,12,2009/12/14,1.65,14042,United Kingdom,19.8
491893,21480,PINK STRIPE HOT WATER BOTTLE,1,2009/12/14,2.95,16805,United Kingdom,2.95
491924,21593,SWALLOW CIGAR BOX MATCHES ,24,2009/12/14,1.25,17364,United Kingdom,30
491941,35962,12 ASS ZINC CHRISTMAS DECORATIONS,24,2009/12/14,2.1,12924,United Kingdom,50.4
491951,72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",16,2009/12/14,1.95,13206,United Kingdom,31.2
491954,84580,MOUSE TOY WITH PINK T-SHIRT,4,2009/12/14,3.75,12920,United Kingdom,15
491960,20978,36 PENCILS TUBE SKULLS,16,2009/12/14,1.25,17416,United Kingdom,20
491961,85199S,SMALL HANGING IVORY/RED WOOD BIRD,48,2009/12/14,0.42,15640,United Kingdom,20.16
491982,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,144,2009/12/15,0.21,16098,United Kingdom,30.24
491983,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,2009/12/15,7.95,16554,United Kingdom,31.8
491995,85231B,CINAMMON SET OF 9 T-LIGHTS,12,2009/12/15,0.85,13495,United Kingdom,10.2
491996,20969,RED FLORAL FELTCRAFT SHOULDER BAG,36,2009/12/15,3.39,14063,United Kingdom,122.04
491998,21555,CERAMIC STRAWBERRY TRINKET TRAY,6,2009/12/15,2.55,16858,United Kingdom,15.3
491999,84992,72 SWEETHEART FAIRY CAKE CASES,24,2009/12/15,0.55,14341,United Kingdom,13.2
492004,22295,HEART FILIGREE DOVE LARGE,24,2009/12/15,1.65,17082,United Kingdom,39.6
492007,21339,MARAKESH LANTERN LARGE,10,2009/12/15,16.95,17262,United Kingdom,169.5
492009,21658,GLASS  BEURRE DISH,2,2009/12/15,3.95,14871,United Kingdom,7.9
492039,20718,RED SPOTTY SHOPPER BAG,10,2009/12/15,1.25,17095,United Kingdom,12.5
492071,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,2009/12/15,6.75,16713,United Kingdom,6.75
492073,84968E,S/16 VINTAGE BLACK CUTLERY,24,2009/12/15,10.95,15413,United Kingdom,262.8
492074,84932C,SMALL ORIENTAL BLUE FOLDING STOOL,8,2009/12/15,1.95,12941,United Kingdom,15.6
492077,20975,12 PENCILS SMALL TUBE RED SPOTTY,48,2009/12/15,0.65,15812,United Kingdom,31.2
492125,84598,BOYS ALPHABET IRON ON PATCHES,288,2009/12/15,0.21,13405,United Kingdom,60.48
492168,21158,MOODY GIRL DOOR HANGER ,24,2009/12/15,0.38,13823,United Kingdom,9.12
492169,21902,"KEY FOB , FRONT  DOOR ",11,2009/12/15,0.65,13680,United Kingdom,7.15
492174,21905,MORE BUTTER METAL SIGN ,48,2009/12/15,0.85,13798,United Kingdom,40.8
492175,21627,ELEPHANT CARNIVAL POUFFE,1,2009/12/15,14.95,13756,United Kingdom,14.95
492176,35821P,"JEWELLED DECORATION,PINK",1,2009/12/15,2.95,17841,United Kingdom,2.95
492177,47580,TEA TIME DES TEA COSY,1,2009/12/15,2.55,15311,United Kingdom,2.55
492178,51012C,"FEATHER DUSTER, COAL BLACK",4,2009/12/15,1.25,18168,United Kingdom,5
492181,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,24,2009/12/15,0.42,13393,United Kingdom,10.08
492214,72484,ROSES IN WHITE HEART CANDLE ,48,2009/12/15,0.38,14897,United Kingdom,18.24
492216,20935,ROUND CACTUS CANDLE,24,2009/12/15,1.25,15641,United Kingdom,30
492220,90048,GREEN WITH METAL BAG CHARM,2,2009/12/15,4.95,17368,United Kingdom,9.9
492223,84360,TABLE LAMP WHITE SHADE WOOD BASE,12,2009/12/15,4.65,14061,United Kingdom,55.8
492229,21307,SET/4 BUTTERFLY MIRROR MAGNETS,48,2009/12/15,0.38,13473,United Kingdom,18.24
492232,21298,EDWARDIAN 2 DRAWER WALL CABINET ,1,2009/12/15,35.95,12971,United Kingdom,35.95
492235,20981,12 PENCILS TALL TUBE WOODLAND,24,2009/12/15,0.85,14460,United Kingdom,20.4
492236,48175,DOOR MAT CAMOUFLAGE,38,2009/12/15,4,18102,United Kingdom,152
492239,21777,RECIPE BOX WITH METAL HEART,8,2009/12/16,7.95,14543,United Kingdom,63.6
492246,37448,CERAMIC CAKE DESIGN SPOTTED MUG,48,2009/12/16,1.25,13952,United Kingdom,60
492247,84396,6 HOOK JEWELLERY STAND BLACK DRESS,12,2009/12/16,1.95,16736,United Kingdom,23.4
492248,21429,RED GINGHAM ROSE JEWELLERY BOX,48,2009/12/16,1.45,14646,Netherlands,69.6
492250,72801C,S/4 ROSE PINK DINNER CANDLES,12,2009/12/16,1.25,18286,United Kingdom,15
492251,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2009/12/16,2.95,14156,EIRE,17.7
492271,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",12,2009/12/16,1.95,17677,United Kingdom,23.4
492281,82580,BATHROOM METAL SIGN,12,2009/12/16,0.55,13047,United Kingdom,6.6
492282,16119,FUNKY GIRL ADDRESS BOOK,12,2009/12/16,1.25,14869,United Kingdom,15
492290,16168M,FUNKY MONKEY GIFT BAG MEDIUM,144,2009/12/16,0.12,14966,United Kingdom,17.28
492297,85129D,BEADED CRYSTAL HEART PINK SMALL,12,2009/12/16,1.25,13289,United Kingdom,15
492302,22241,"GARLAND , WOODEN  "" HAPPY EASTER""",12,2009/12/16,1.25,16119,United Kingdom,15
492313,85049F,BABY BOOM RIBBONS ,1,2009/12/16,1.25,14680,United Kingdom,1.25
492318,47503K,ASSORTED FLORAL SECATEURS,12,2009/12/16,1.95,17189,United Kingdom,23.4
492319,90129F,RED GLASS TASSLE BAG CHARM,1,2009/12/16,2.95,15499,United Kingdom,2.95
492321,85041,SET/4 PINK ORCHID CANDLES IN BOWL,48,2009/12/16,1.45,15061,United Kingdom,69.6
492322,84406B,CREAM CUPID HEARTS COAT HANGER,128,2009/12/16,2.75,13694,United Kingdom,352
492328,20714,POSY SHOPPER BAG,100,2009/12/16,0.38,13641,United Kingdom,38
492347,17011C,ORIGAMI LAVENDER INCENSE+FLOWER,334,2009/12/16,0.65,13694,United Kingdom,217.1
492370,84847,FLORAL BATHROOM SET,1,2009/12/16,3.75,16891,United Kingdom,3.75
492391,21407,BROWN CHECK CAT DOORSTOP ,3,2009/12/16,4.25,13426,United Kingdom,12.75
492395,21135,VICTORIAN  METAL POSTCARD SPRING,3,2009/12/16,1.69,17988,United Kingdom,5.07
492399,22119, PEACE WOODEN BLOCK LETTERS,3,2009/12/16,6.95,14329,United Kingdom,20.85
492401,79329,PINK FLOCK GLASS CANDLEHOLDER,72,2009/12/16,0.38,15311,United Kingdom,27.36
492404,85018D,YULETIDE IMAGES S/6 PAPER BOXES,24,2009/12/16,2.1,16694,United Kingdom,50.4
492406,79338,DARK PINK FLOCK GLASS CANDLEHOLDER,48,2009/12/16,0.38,18144,United Kingdom,18.24
492407,84791,GINGHAM HEART DECORATION,1,2009/12/16,2.95,15750,United Kingdom,2.95
492408,84029C,BROWN FURRY HOT WATER BOTTLE,2,2009/12/16,3.75,16987,United Kingdom,7.5
492409,84971L,LARGE HEART FLOWERS HOOK   ,12,2009/12/16,1.25,13008,United Kingdom,15
492413,16161U,"WRAP,SUKI AND FRIENDS",25,2009/12/16,0.42,12867,United Kingdom,10.5
492421,21475,SWEETHEART CREAM STEEL FOLDIN CHAIR,1,2009/12/16,14.95,17402,United Kingdom,14.95
492423,20869,GOLD FABRIC MIRROR,1,2009/12/16,1.25,12748,United Kingdom,1.25
492424,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2009/12/16,3.75,17402,United Kingdom,3.75
492427,21396,RED SPOTTY EGG CUP ,24,2009/12/17,1.25,14113,United Kingdom,30
492428,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,6,2009/12/17,2.95,18201,United Kingdom,17.7
492438,84006,MAGIC TREE -PAPER FLOWERS,12,2009/12/17,0.85,13875,United Kingdom,10.2
492439,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,144,2009/12/17,3.39,12557,Spain,488.16
492441,21192,WHITE BELL HONEYCOMB PAPER ,12,2009/12/17,1.65,14484,United Kingdom,19.8
492448,72814,SET/3 CHRISTMAS BRIAR CANDLES,12,2009/12/17,3.75,17243,United Kingdom,45
492472,20963,APPLE BATH SPONGE,1,2009/12/17,1.25,15862,United Kingdom,1.25
492499,20727,LUNCH BAG  BLACK SKULL.,20,2009/12/17,1.65,17739,United Kingdom,33
492512,21706,"FOLDING UMBRELLA , RED/WHITE SPOT",4,2009/12/17,4.95,14425,United Kingdom,19.8
492519,20845,ZINC HEART LATTICE 2 WALL PLANTER,10,2009/12/17,6.35,14543,United Kingdom,63.5
492522,22033,BOTANICAL ROSE GREETING CARD,24,2009/12/17,0.42,14051,United Kingdom,10.08
492526,16202C,BEIGE PHOTO ALBUM,1,2009/12/17,1.95,12748,United Kingdom,1.95
492534,70007,HI TEC ALPINE HAND WARMER,1,2009/12/17,1.65,17961,United Kingdom,1.65
492538,84937,KASHMIR FOLKART TUMBLERS,60,2009/12/17,2.1,18061,United Kingdom,126
492539,37492A,YELLOW RED FLOWER PIGGY BANK,1,2009/12/17,4.65,16908,United Kingdom,4.65
492547,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2009/12/17,0.55,17103,United Kingdom,13.2
492549,21306,SET/4 DAISY MIRROR MAGNETS,48,2009/12/17,0.38,13203,United Kingdom,18.24
492578,20867,PINK ROSE FABRIC MIRROR,60,2009/12/17,0.38,15194,United Kingdom,22.8
492585,90081A,LILY BROOCH AMETHYST COLOUR,3,2009/12/17,4.95,14085,United Kingdom,14.85
492591,85145,JARDIN ETCHED GLASS LARGE BELL JAR,16,2009/12/17,10.95,16661,United Kingdom,175.2
492593,85131D,BEADED CRYSTAL HEART PINK\ON STICK,1,2009/12/17,1.25,15917,United Kingdom,1.25
492594,84859A,SILVER DISCO HANDBAG,2,2009/12/17,5.95,17631,United Kingdom,11.9
492643,90199D,5 STRAND GLASS NECKLACE AMBER,1,2009/12/17,6.35,17576,United Kingdom,6.35
492644,84971S,SMALL HEART FLOWERS HOOK ,6,2009/12/17,0.85,16200,United Kingdom,5.1
492659,10135,COLOURING PENCILS BROWN TUBE,1,2009/12/17,1.25,16720,United Kingdom,1.25
492680,20730,STRAWBERRY CANDY BAG,1,2009/12/17,1.25,14606,United Kingdom,1.25
492687,21563,RED HEART SHAPE LOVE BUCKET ,1,2009/12/17,2.95,17961,United Kingdom,2.95
492707,44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,6,2009/12/17,0.42,15879,United Kingdom,2.52
492708,21067,VINTAGE RED TEATIME MUG,12,2009/12/18,1.25,16556,United Kingdom,15
492710,21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,168,2009/12/18,1.95,17638,United Kingdom,327.6
492711,21525,BEWARE OF THE CAT DOORMAT,1,2009/12/18,6.75,12471,Germany,6.75
492714,20823,GOLD WINE GOBLET,4,2009/12/18,4.65,17913,United Kingdom,18.6
492716,22203,MILK PAN RED RETROSPOT,4,2009/12/18,3.75,12708,Germany,15
492722,TEST002,This is a test product.,1,2009/12/18,1,12346,United Kingdom,1
492724,20657,TROPICAL LUGGAGE TAG,100,2009/12/18,0.38,14646,Netherlands,38
492730,44230,SQUARE MIRROR CURTAIN,5,2009/12/18,7.95,14083,United Kingdom,39.75
492732,47570,ENGLISH ROSE TABLE CLOTH,8,2009/12/18,10.65,16210,United Kingdom,85.2
492753,20831,GOLD PHOTO FRAME,24,2009/12/18,0.85,14156,EIRE,20.4
492763,84813,SET OF 4 DIAMOND NAPKIN RINGS,2,2009/12/18,12.75,17028,United Kingdom,25.5
492764,21350,GINGHAM HEART WREATH,6,2009/12/18,2.95,16222,United Kingdom,17.7
492765,21425,SKULLS STORAGE BOX LARGE,6,2009/12/18,2.95,13855,United Kingdom,17.7
492766,35598B,BLACK CHRISTMAS TREE 60CM,24,2009/12/18,0.65,14401,United Kingdom,15.6
492769,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,16,2009/12/18,4.25,15497,United Kingdom,68
492771,20677,PINK SPOTTY BOWL,8,2009/12/18,1.25,17324,United Kingdom,10
492773,47594A,CAROUSEL DESIGN WASHBAG,12,2009/12/18,1.95,13327,United Kingdom,23.4
492776,72781,BLACK SILOUETTE CANDLE PLATE ,6,2009/12/18,2.1,15326,United Kingdom,12.6
492777,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2009/12/18,2.95,13468,United Kingdom,17.7
492798,22153,ANGEL DECORATION STARS ON DRESS,9,2009/12/20,0.42,16011,United Kingdom,3.78
492799,21908,CHOCOLATE THIS WAY METAL SIGN,6,2009/12/20,2.1,17865,United Kingdom,12.6
492803,21497,FANCY FONTS BIRTHDAY WRAP,25,2009/12/20,0.42,17851,United Kingdom,10.5
492807,85131A,BEADED PEARL HEART WHITE ON STICK,1,2009/12/20,1.25,17211,United Kingdom,1.25
492809,47505,MINATURE COLOURED GARDENING SET,3,2009/12/20,4.95,17624,United Kingdom,14.85
492812,21880,RED AND WHITE SPOT TAPE,12,2009/12/20,0.65,13871,United Kingdom,7.8
492813,21558,SKULL LUNCHBOX WITH CUTLERY ,2,2009/12/20,2.55,17920,United Kingdom,5.1
492815,20688,BEAUTY SPEED EXPRESSO CUPS,1,2009/12/20,5.95,17841,United Kingdom,5.95
492819,21867,PINK UNION JACK  LUGGAGE TAG,6,2009/12/20,1.25,16779,United Kingdom,7.5
492820,85118,HEART T-LIGHT HOLDER,48,2009/12/20,0.38,14404,United Kingdom,18.24
492834,22059,CERAMIC STRWBERRY DESIGN MUG,12,2009/12/21,1.49,18051,United Kingdom,17.88
492842,84838,ANT WHITE HIGH RISE BIRD BOX,2,2009/12/21,8.5,12748,United Kingdom,17
492869,21427,SKULLS STORAGE BOX SMALL,1,2009/12/21,2.1,15039,United Kingdom,2.1
492929,21877,HOME SWEET HOME MUG,6,2009/12/21,1.25,16713,United Kingdom,7.5
492940,72131,COLUMBIAN CANDLE RECTANGLE,24,2009/12/21,1.65,17696,United Kingdom,39.6
492945,51020B,STRIPY DESIGN SHOWER CAP,48,2009/12/21,0.29,14032,United Kingdom,13.92
492948,21534,DAIRY MAID LARGE MILK JUG,1,2009/12/21,4.95,14606,United Kingdom,4.95
493050,21694,SMALL REGAL  SILVER CANDLEPOT ,4,2009/12/21,2.95,17377,United Kingdom,11.8
493053,21056,DOCTOR'S BAG SOFT TOY,1,2009/12/21,8.95,17888,United Kingdom,8.95
493139,35809A,ENAMEL PINK TEA CONTAINER,1,2009/12/22,2.1,15311,United Kingdom,2.1
493157,85231G,ORANGE SCENTED SET/9 T-LIGHTS,2,2009/12/22,0.85,15911,United Kingdom,1.7
493181,21213,PACK OF 72 SKULL CAKE CASES,480,2009/12/22,0.42,18251,United Kingdom,201.6
493187,84247H,PACK/12 DECOUPAGE CARD,6,2009/12/22,2.95,18190,United Kingdom,17.7
493200,17129D,CLEAR COLOUR GLASS GEMS IN BAG,3,2009/12/22,0.85,17961,United Kingdom,2.55
493257,20934,SET/3 POT PLANT CANDLES,2,2009/12/22,5.45,14063,United Kingdom,10.9
493266,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,4,2009/12/22,4.25,13455,United Kingdom,17
493300,16161E,WRAP BOUDOIR ,25,2009/12/22,0.1,17969,United Kingdom,2.5
493303,22091,EMPIRE TISSUE BOX,12,2009/12/22,1.06,13082,United Kingdom,12.72
493325,37492D,PURPLE GREEN FLOWER PIGGY BANK,96,2009/12/23,1.65,13694,United Kingdom,158.4
493372,21541,DINOSAURS WATER TRANSFER TATTOOS ,3,2009/12/23,0.85,15044,United Kingdom,2.55
493375,85049C,ROMANTIC PINKS RIBBONS ,1,2009/12/23,1.25,15514,United Kingdom,1.25
493393,21171,BATHROOM METAL SIGN ,12,2009/12/23,1.45,12539,Spain,17.4
493407,21251,DINOSAUR HEIGHT CHART STICKER SET,1,2009/12/23,2.95,17867,United Kingdom,2.95
493428,84563A,PINK & WHITE BREAKFAST TRAY,1,2010/01/04,5.95,16550,United Kingdom,5.95
493435,21988,PACK OF 6 SKULL PAPER PLATES,4,2010/01/04,0.85,13206,United Kingdom,3.4
493436,20868,SILVER FABRIC MIRROR,240,2010/01/04,0.38,13694,United Kingdom,91.2
493437,85132A,CHARLIE + LOLA BISCUITS TINS,96,2010/01/04,3.95,13694,United Kingdom,379.2
493446,21473,SWEETHEART CREAM STEEL TABLE RECT,1,2010/01/04,19.95,17807,United Kingdom,19.95
493463,20895,VINTAGE NOTEBOOK FRENCH LETTER ,1,2010/01/04,2.95,15581,United Kingdom,2.95
493536,47591C,BLUE FAIRY CAKE CHILD'S APRON,1,2010/01/04,1.95,17841,United Kingdom,1.95
493542,22365,DOORMAT RESPECTABLE HOUSE,2,2010/01/04,6.75,15867,United Kingdom,13.5
493568,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,6,2010/01/05,3.75,16875,United Kingdom,22.5
493569,20704,MR ROBOT SOFT TOY,8,2010/01/05,2.95,13901,United Kingdom,23.6
493574,21244,BLUE  SPOTTY PLATE ,8,2010/01/05,1.69,15521,United Kingdom,13.52
493575,47556B,TEA TIME TEA TOWELS ,6,2010/01/05,2.95,18171,United Kingdom,17.7
493609,16156S,WRAP PINK FAIRY CAKES ,100,2010/01/05,0.42,17949,United Kingdom,42
493666,85142,JARDIN ETCHED GLASS GINGER JAR,3,2010/01/05,7.95,16017,United Kingdom,23.85
493667,72740A,LARGE STRAWBERRY CHOCOLATE CANDLE,13,2010/01/05,1.25,13253,United Kingdom,16.25
493699,21269,ANTIQUE CREAM CUTLERY SHELF ,2,2010/01/05,8.5,13831,United Kingdom,17
493704,84801A,PINK HYDRANGEA ART FLOWER,3,2010/01/05,2.1,13610,United Kingdom,6.3
493715,21625,VINTAGE UNION JACK APRON,2,2010/01/05,6.95,14954,United Kingdom,13.9
493716,16169N,WRAP BLUE RUSSIAN FOLKART,25,2010/01/05,0.42,17364,United Kingdom,10.5
493738,21544,SKULLS  WATER TRANSFER TATTOOS ,24,2010/01/06,0.85,13408,United Kingdom,20.4
493739,84869,CANDY BUTTON PHOTO ALBUM,12,2010/01/06,1.95,14194,United Kingdom,23.4
493757,20966,SANDWICH BATH SPONGE,10,2010/01/06,1.25,15712,United Kingdom,12.5
493760,75049L,LARGE CIRCULAR MIRROR MOBILE,6,2010/01/06,1.25,17753,United Kingdom,7.5
493802,35241,ENAMEL BLUE RIM BISCUIT BIN,12,2010/01/07,4.25,16985,United Kingdom,51
493819,21912,VINTAGE SNAKES & LADDERS,216,2010/01/07,3.39,14156,EIRE,732.24
493820,22357,KINGS CHOICE BISCUIT TIN,2,2010/01/07,4.25,13821,United Kingdom,8.5
493841,47503G,ASS FLORAL PRINT TAPE MEASURE,12,2010/01/07,1.25,13394,United Kingdom,15
493843,21528,DAIRY MAID TRADITIONAL TEAPOT ,6,2010/01/07,6.95,15100,United Kingdom,41.7
493844,72023F,RED ORGANIC CANDLE IN GLASS,12,2010/01/07,1.25,15324,United Kingdom,15
493846,15044D,RED PAPER PARASOL,12,2010/01/07,2.95,14465,United Kingdom,35.4
493847,85185B,PINK HORSE SOCK PUPPET,6,2010/01/07,2.95,15152,United Kingdom,17.7
493865,22115,METAL SIGN EMPIRE TEA,12,2010/01/07,2.95,15808,United Kingdom,35.4
493886,22303,COFFEE MUG APPLES DESIGN,6,2010/01/08,2.55,16497,United Kingdom,15.3
493887,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,36,2010/01/08,0.42,17457,United Kingdom,15.12
493927,21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,100,2010/01/08,2.55,14063,United Kingdom,255
493930,85104,SILVER GLASS T-LIGHT SET,48,2010/01/08,2.95,15369,United Kingdom,141.6
493945,22180,RETRO SPOT LAMP,6,2010/01/08,9.95,16103,United Kingdom,59.7
493949,84902,PINK KNITTED COW STUFFED TOY,4,2010/01/08,3.75,16325,United Kingdom,15
493950,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,24,2010/01/08,0.85,12681,France,20.4
493960,21519,GIN & TONIC DIET GREETING CARD ,12,2010/01/08,0.42,16556,United Kingdom,5.04
493961,21299,EDWARDIAN TOILET ROLL UNIT ,1,2010/01/08,12.75,17841,United Kingdom,12.75
493962,21122,SET/10 PINK SPOTTY PARTY CANDLES,1,2010/01/08,1.25,15311,United Kingdom,1.25
493964,22025,RING OF ROSES BIRTHDAY CARD,12,2010/01/08,0.42,12714,France,5.04
493965,90203,SILVER CHARM NECKLACE 70CM,1,2010/01/08,7.5,14573,United Kingdom,7.5
493968,21384,IVORY HANGING DECORATION  BUTTERFLY,24,2010/01/08,0.85,15640,United Kingdom,20.4
493970,79190D,RETRO PLASTIC DAISY TRAY,15,2010/01/08,0.42,15856,United Kingdom,6.3
493973,22058,CERAMIC LOVE HEARTS DESIGN MUG,2,2010/01/10,1.49,17539,United Kingdom,2.98
493974,17136A,BLUE STONES ON WIRE FOR CANDLE,1,2010/01/10,0.21,16787,United Kingdom,0.21
493976,84849B,FAIRY SOAP SOAP HOLDER,12,2010/01/10,1.69,14849,United Kingdom,20.28
493977,20622,VIPPASSPORT COVER ,1,2010/01/10,2.1,14532,United Kingdom,2.1
493985,16156L,"WRAP, CAROUSEL",25,2010/01/10,0.42,15527,United Kingdom,10.5
493989,21327,SKULLS WRITING SET ,1,2010/01/10,1.65,14685,United Kingdom,1.65
493994,21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,300,2010/01/10,4.25,14091,United Kingdom,1275
494000,37461,FUNKY MONKEY MUG,96,2010/01/10,0.85,15061,United Kingdom,81.6
494003,21388,IVORY HANGING DECORATION  CHICKEN,9,2010/01/10,0.85,17222,United Kingdom,7.65
494004,22151,PLACE SETTING WHITE HEART,144,2010/01/10,0.42,15601,United Kingdom,60.48
494007,85176,SEWING SUSAN 21 NEEDLE SET,1,2010/01/10,0.85,14606,United Kingdom,0.85
494008,84926C,FAIRY CAKES TILE COASTER,12,2010/01/11,1.25,18242,United Kingdom,15
494009,21164,HOME SWEET HOME METAL SIGN ,6,2010/01/11,2.95,12471,Germany,17.7
494010,22236,CAKE STAND 3 TIER MAGIC GARDEN,4,2010/01/11,12.75,12471,Germany,51
494046,21500,PINK SPOTS  WRAP ,25,2010/01/11,0.42,15044,United Kingdom,10.5
494047,22029,SPACE BOY BIRTHDAY CARD,12,2010/01/11,0.42,13093,United Kingdom,5.04
494108,22290,STANDING METAL RABBIT WITH EGG,6,2010/01/11,2.1,17529,United Kingdom,12.6
494110,21268,VINTAGE BLUE TINSEL REEL,24,2010/01/11,2.1,12549,USA,50.4
494113,21355,TOAST ITS - I LOVE YOU ,120,2010/01/11,1.25,12549,USA,150
494118,17096,ASSORTED LAQUERED INCENSE HOLDERS,576,2010/01/11,0.17,12875,United Kingdom,97.92
494128,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,12,2010/01/11,2.1,17740,United Kingdom,25.2
494141,72753D,S/3 FLWR FAIRY SUMMER CANDLES,8,2010/01/11,2.1,18252,United Kingdom,16.8
494142,84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,1,2010/01/11,2.95,17978,United Kingdom,2.95
494146,21080,SET/20 RED SPOTTY PAPER NAPKINS ,192,2010/01/11,0.64,14646,Netherlands,122.88
494149,82076,BEECH WOOD PHOTO FRAME ,32,2010/01/11,1.25,16569,United Kingdom,40
494154,21118,SHOPPING BAG DOORSTOP,5,2010/01/11,1.25,17188,United Kingdom,6.25
494157,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,12,2010/01/11,2.1,13089,United Kingdom,25.2
494163,22358,KINGS CHOICE TEA CADDY ,24,2010/01/12,2.55,13433,United Kingdom,61.2
494164,84899E,YELLOW + BROWN BEAR FELT PURSE KIT,2,2010/01/12,1.25,17961,United Kingdom,2.5
494206,20712,JUMBO BAG WOODLAND ANIMALS,100,2010/01/12,1.65,12939,United Kingdom,165
494207,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2010/01/12,1.65,16841,United Kingdom,19.8
494210,84856S,SMALL TAHITI BEACH BAG,192,2010/01/12,3.81,15299,United Kingdom,731.52
494212,21368,MIRRORED WALL ART LADIES,1,2010/01/12,2.55,15002,United Kingdom,2.55
494213,21328,BALLOONS  WRITING SET ,1,2010/01/12,1.65,17945,United Kingdom,1.65
494216,17003,BROCADE RING PURSE ,720,2010/01/12,0.21,16422,United Kingdom,151.2
494227,22268,EASTER DECORATION SITTING BUNNY,12,2010/01/12,0.85,13622,United Kingdom,10.2
494233,21203,BUTTERFLIES  HONEYCOMB GARLAND,12,2010/01/12,1.65,15093,United Kingdom,19.8
494235,21616,4 PEAR BOTANICAL DINNER CANDLES,6,2010/01/12,3.75,14225,United Kingdom,22.5
494236,21124,SET/10 BLUE SPOTTY PARTY CANDLES,48,2010/01/12,1.25,14241,United Kingdom,60
494241,20658,RED SPOTTY LUGGAGE TAG,12,2010/01/12,1.25,17165,United Kingdom,15
494243,84925F,PSYCHEDELIC WALL THERMOMETER,200,2010/01/12,1.7,18102,United Kingdom,340
494244,22286,"DECORATION , WOBBLY RABBIT , METAL ",300,2010/01/12,1,18102,United Kingdom,300
